Index,Co,Cr,Ti,Mo,W,VEC,delta,entropy,han,Tm(K),omiga,AN,Aw,CH,DS,DC,DV,EN,EC,EI,EM,MP,NC,QN,RC,RM,TM,TN,BM,Hv30
103,0.05,0.05,0.45,0.15,0.3,5.25,3.757547704,10.84695596,-7.66,2603.15,3.686194961,40.95,96.6326,6.7065,10152.5,0.898,1.607,1.851,6.3,700.395,25.025,53.9,3.6025,4.75,1.2945,1.4209,2634.9,10.67,198.335,
104,0.05,0.05,0.45,0.2,0.25,5.25,3.76004696,11.03569485,-7.53,2563.5,3.756972608,39.35,92.2371,6.563,9701.5,0.897,1.605,1.8585,6.196,696.14,24.675,53.95,3.5575,4.7,1.294,1.4205,2595.25,9.88,195.845,
105,0.05,0.05,0.45,0.25,0.2,5.25,3.762881347,11.03569485,-7.4,2523.85,3.763843032,37.75,87.8416,6.4195,9250.5,0.896,1.603,1.866,6.092,691.885,24.325,54,3.5125,4.65,1.2935,1.4201,2555.6,9.09,193.355,
106,0.05,0.05,0.45,0.3,0.15,5.25,3.766050821,10.84695596,-7.27,2484.2,3.706466023,36.15,83.4461,6.276,8799.5,0.895,1.601,1.8735,5.988,687.63,23.975,54.05,3.4675,4.6,1.293,1.4197,2515.95,8.3,190.865,
107,0.05,0.05,0.45,0.35,0.1,5.25,3.769555253,10.4473553,-7.14,2444.55,3.576902298,34.55,79.0506,6.1325,8348.5,0.894,1.599,1.881,5.884,683.375,23.625,54.1,3.4225,4.55,1.2925,1.4193,2476.3,7.51,188.375,
108,0.05,0.05,0.45,0.4,0.05,5.25,3.773394423,9.77065102,-7.01,2404.9,3.351988393,32.95,74.6551,5.989,7897.5,0.893,1.597,1.8885,5.78,679.12,23.275,54.15,3.3775,4.5,1.292,1.4189,2436.65,6.72,185.885,
109,0.05,0.05,0.5,0.05,0.35,5.15,3.789330493,9.672267948,-8.19,2594.95,3.064597279,41.55,98.62445,6.742,10319.5,0.8995,1.6265,1.8395,6.3055,703.305,24.915,53.6,3.6325,4.75,1.2965,1.4244,2629.95,11.635,193.185,
110,0.05,0.05,0.5,0.1,0.3,5.15,3.791164355,10.28938286,-8.04,2555.3,3.270206469,39.95,94.22895,6.5985,9868.5,0.8985,1.6245,1.847,6.2015,699.05,24.565,53.65,3.5875,4.7,1.296,1.424,2590.3,10.845,190.695,
111,0.05,0.05,0.5,0.15,0.25,5.15,3.79332909,10.6193758,-7.89,2515.65,3.385885012,38.35,89.83345,6.455,9417.5,0.8975,1.6225,1.8545,6.0975,694.795,24.215,53.7,3.5425,4.65,1.2955,1.4236,2550.65,10.055,188.205,
112,0.05,0.05,0.5,0.2,0.2,5.15,3.795824833,10.72441136,-7.74,2476,3.43070317,36.75,85.43795,6.3115,8966.5,0.8965,1.6205,1.862,5.9935,690.54,23.865,53.75,3.4975,4.6,1.295,1.4232,2511,9.265,185.715,
113,0.05,0.05,0.5,0.25,0.15,5.15,3.798651635,10.6193758,-7.59,2436.35,3.408763668,35.15,81.04245,6.168,8515.5,0.8955,1.6185,1.8695,5.8895,686.285,23.515,53.8,3.4525,4.55,1.2945,1.4228,2471.35,8.475,183.225,
114,0.05,0.05,0.5,0.3,0.1,5.15,3.801809462,10.28938286,-7.44,2396.7,3.314591921,33.55,76.64695,6.0245,8064.5,0.8945,1.6165,1.877,5.7855,682.03,23.165,53.85,3.4075,4.5,1.294,1.4224,2431.7,7.685,180.735,
115,0.05,0.05,0.5,0.35,0.05,5.15,3.805298196,9.672267948,-7.29,2357.05,3.127300297,31.95,72.25145,5.881,7613.5,0.8935,1.6145,1.8845,5.6815,677.775,22.815,53.9,3.3625,4.45,1.2935,1.422,2392.05,6.895,178.245,
116,0.05,0.05,0.55,0.05,0.3,5.05,3.819353318,9.47265594,-8.34,2507.45,2.847986947,38.95,91.8253,6.4905,9584.5,0.899,1.642,1.843,6.103,697.705,24.105,53.4,3.5725,4.65,1.2975,1.4271,2545.7,11.02,183.055,
117,0.05,0.05,0.55,0.1,0.25,5.05,3.821190617,10.02016314,-8.17,2467.8,3.026653439,37.35,87.4298,6.347,9133.5,0.898,1.64,1.8505,5.999,693.45,23.755,53.45,3.5275,4.6,1.297,1.4267,2506.05,10.23,180.565,
118,0.05,0.05,0.55,0.15,0.2,5.05,3.823355278,10.26645276,-8,2428.15,3.116060909,35.75,83.0343,6.2035,8682.5,0.897,1.638,1.858,5.895,689.195,23.405,53.5,3.4825,4.55,1.2965,1.4263,2466.4,9.44,178.075,
119,0.05,0.05,0.55,0.2,0.15,5.05,3.82584744,10.26645276,-7.83,2388.5,3.131727001,34.15,78.6388,6.06,8231.5,0.896,1.636,1.8655,5.791,684.94,23.055,53.55,3.4375,4.5,1.296,1.4259,2426.75,8.65,175.585,
120,0.05,0.05,0.55,0.25,0.1,5.05,3.828667158,10.02016314,-7.66,2348.85,3.072566605,32.55,74.2433,5.9165,7780.5,0.895,1.634,1.873,5.687,680.685,22.705,53.6,3.3925,4.45,1.2955,1.4255,2387.1,7.86,173.095,
121,0.05,0.05,0.55,0.3,0.05,5.05,3.831814404,9.47265594,-7.49,2309.2,2.920461562,30.95,69.8478,5.773,7329.5,0.894,1.632,1.8805,5.583,676.43,22.355,53.65,3.3475,4.4,1.295,1.4251,2347.45,7.07,170.605,
122,0.05,0.05,0.6,0.05,0.25,4.95,3.843802718,9.16559309,-8.37,2419.95,2.649973357,36.35,85.02615,6.239,8849.5,0.8985,1.6575,1.8465,5.9005,692.105,23.295,53.2,3.5125,4.55,1.2985,1.4298,2461.45,10.405,172.925,
123,0.05,0.05,0.6,0.1,0.2,4.95,3.845642254,9.629396961,-8.18,2380.3,2.802060341,34.75,80.63065,6.0955,8398.5,0.8975,1.6555,1.854,5.7965,687.85,22.945,53.25,3.4675,4.5,1.298,1.4294,2421.8,9.615,170.435,
124,0.05,0.05,0.6,0.15,0.15,4.95,3.847806168,9.77065102,-7.99,2340.65,2.862287148,33.15,76.23515,5.952,7947.5,0.8965,1.6535,1.8615,5.6925,683.595,22.595,53.3,3.4225,4.45,1.2975,1.429,2382.15,8.825,167.945,
125,0.05,0.05,0.6,0.2,0.1,4.95,3.850294599,9.629396961,-7.8,2301,2.840672103,31.55,71.83965,5.8085,7496.5,0.8955,1.6515,1.869,5.5885,679.34,22.245,53.35,3.3775,4.4,1.297,1.4286,2342.5,8.035,165.455,
126,0.05,0.05,0.6,0.25,0.05,4.95,3.853107606,9.16559309,-7.61,2261.35,2.723602357,29.95,67.44415,5.665,7045.5,0.8945,1.6495,1.8765,5.4845,675.085,21.895,53.4,3.3325,4.35,1.2965,1.4282,2302.85,7.245,162.965,
127,0.05,0.05,0.65,0.05,0.2,4.85,3.862829042,8.740145036,-8.28,2332.45,2.462071412,33.75,78.227,5.9875,8114.5,0.898,1.673,1.85,5.698,686.505,22.485,53,3.4525,4.45,1.2995,1.4325,2377.2,9.79,162.795,
128,0.05,0.05,0.65,0.1,0.15,4.85,3.864669624,9.098913349,-8.07,2292.8,2.58512869,32.15,73.8315,5.844,7663.5,0.897,1.671,1.8575,5.594,682.25,22.135,53.05,3.4075,4.4,1.299,1.4321,2337.55,9,160.305,
129,0.05,0.05,0.65,0.15,0.1,4.85,3.866832088,9.098913349,-7.86,2253.15,2.608297279,30.55,69.436,5.7005,7212.5,0.896,1.669,1.865,5.49,677.995,21.785,53.1,3.3625,4.35,1.2985,1.4317,2297.9,8.21,157.815,
130,0.05,0.05,0.65,0.2,0.05,4.85,3.869316576,8.740145036,-7.65,2213.5,2.528929547,28.95,65.0405,5.557,6761.5,0.895,1.667,1.8725,5.386,673.74,21.435,53.15,3.3175,4.3,1.298,1.4313,2258.25,7.42,155.325,
131,0.05,0.05,0.7,0.05,0.15,4.75,3.876556125,8.17765289,-8.07,2244.95,2.27489738,31.15,71.42785,5.736,7379.5,0.8975,1.6885,1.8535,5.4955,680.905,21.675,52.8,3.3925,4.35,1.3005,1.4352,2292.95,9.175,152.665,
132,0.05,0.05,0.7,0.1,0.1,4.75,3.878396571,8.395167144,-7.84,2205.3,2.361462003,29.55,67.03235,5.5925,6928.5,0.8965,1.6865,1.861,5.3915,676.65,21.325,52.85,3.3475,4.3,1.3,1.4348,2253.3,8.385,150.175,
133,0.05,0.05,0.7,0.15,0.05,4.75,3.880556867,8.17765289,-7.61,2165.65,2.327192376,27.95,62.63685,5.449,6477.5,0.8955,1.6845,1.8685,5.2875,672.395,20.975,52.9,3.3025,4.25,1.2995,1.4344,2213.65,7.595,147.685,
134,0.05,0.05,0.75,0.05,0.1,4.65,3.885083659,7.444188527,-7.74,2157.45,2.074995418,28.55,64.6287,5.4845,6644.5,0.897,1.704,1.857,5.293,675.305,20.865,52.6,3.3325,4.25,1.3015,1.4379,2208.7,8.56,142.535,
135,0.05,0.05,0.75,0.1,0.05,4.65,3.886922799,7.444188527,-7.49,2117.8,2.104846791,26.95,60.2332,5.341,6193.5,0.896,1.702,1.8645,5.189,671.05,20.515,52.65,3.2875,4.2,1.301,1.4375,2169.05,7.77,140.045,
136,0.05,0.05,0.8,0.05,0.05,4.55,3.88848897,6.465476013,-7.29,2069.95,1.83583156,25.95,57.82955,5.233,5909.5,0.8965,1.7195,1.8605,5.0905,669.705,20.055,52.4,3.2725,4.15,1.3025,1.4406,2124.45,7.945,132.405,
137,0.05,0.1,0.05,0.05,0.75,6.05,3.796625842,7.444188527,-1.34,3304.8,18.35936884,62.45,153.2241,8.7695,16332,0.9,1.4785,1.8185,7.888,747.845,31.505,55.5,4.1225,5.55,1.2815,1.3977,3313.05,16.405,276.805,
138,0.05,0.1,0.05,0.1,0.7,6.05,3.798503391,8.395167144,-1.38,3265.15,19.8633913,60.85,148.8286,8.626,15881,0.899,1.4765,1.826,7.784,743.59,31.155,55.55,4.0775,5.5,1.281,1.3973,3273.4,15.615,274.315,
139,0.05,0.1,0.05,0.15,0.65,6.05,3.800723172,9.098913349,-1.42,3225.5,20.66798944,59.25,144.4331,8.4825,15430,0.898,1.4745,1.8335,7.68,739.335,30.805,55.6,4.0325,5.45,1.2805,1.3969,3233.75,14.825,271.825,
140,0.05,0.1,0.05,0.2,0.6,6.05,3.803285324,9.629396961,-1.46,3185.85,21.01220158,57.65,140.0376,8.339,14979,0.897,1.4725,1.841,7.576,735.08,30.455,55.65,3.9875,5.4,1.28,1.3965,3194.1,14.035,269.335,
141,0.05,0.1,0.05,0.25,0.55,6.05,3.806189897,10.02016314,-1.5,3146.2,21.01695818,56.05,135.6421,8.1955,14528,0.896,1.4705,1.8485,7.472,730.825,30.105,55.7,3.9425,5.35,1.2795,1.3961,3154.45,13.245,266.845,
142,0.05,0.1,0.05,0.3,0.5,6.05,3.809436849,10.28938286,-1.54,3106.55,20.75615735,54.45,131.2466,8.052,14077,0.895,1.4685,1.856,7.368,726.57,29.755,55.75,3.8975,5.3,1.279,1.3957,3114.8,12.455,264.355,
143,0.05,0.1,0.05,0.35,0.45,6.05,3.813026048,10.4473553,-1.58,3066.9,20.27911011,52.85,126.8511,7.9085,13626,0.894,1.4665,1.8635,7.264,722.315,29.405,55.8,3.8525,5.25,1.2785,1.3953,3075.15,11.665,261.865,
144,0.05,0.1,0.05,0.4,0.4,6.05,3.816957272,10.49945397,-1.62,3027.25,19.62004447,51.25,122.4556,7.765,13175,0.893,1.4645,1.871,7.16,718.06,29.055,55.85,3.8075,5.2,1.278,1.3949,3035.5,10.875,259.375,
145,0.05,0.1,0.05,0.45,0.35,6.05,3.82123021,10.4473553,-1.66,2987.6,18.80272211,49.65,118.0601,7.6215,12724,0.892,1.4625,1.8785,7.056,713.805,28.705,55.9,3.7625,5.15,1.2775,1.3945,2995.85,10.085,256.885,
146,0.05,0.1,0.05,0.5,0.3,6.05,3.82584446,10.28938286,-1.7,2947.95,17.84269776,48.05,113.6646,7.478,12273,0.891,1.4605,1.886,6.952,709.55,28.355,55.95,3.7175,5.1,1.277,1.3941,2956.2,9.295,254.395,
147,0.05,0.1,0.05,0.55,0.25,6.05,3.830799536,10.02016314,-1.74,2908.3,16.74806923,46.45,109.2691,7.3345,11822,0.89,1.4585,1.8935,6.848,705.295,28.005,56,3.6725,5.05,1.2765,1.3937,2916.55,8.505,251.905,
148,0.05,0.1,0.05,0.6,0.2,6.05,3.836094863,9.629396961,-1.78,2868.65,15.51874696,44.85,104.8736,7.191,11371,0.889,1.4565,1.901,6.744,701.04,27.655,56.05,3.6275,5,1.276,1.3933,2876.9,7.715,249.415,
149,0.05,0.1,0.05,0.65,0.15,6.05,3.84172978,9.098913349,-1.82,2829,14.14331091,43.25,100.4781,7.0475,10920,0.888,1.4545,1.9085,6.64,696.785,27.305,56.1,3.5825,4.95,1.2755,1.3929,2837.25,6.925,246.925,
150,0.05,0.1,0.05,0.7,0.1,6.05,3.847703542,8.395167144,-1.86,2789.35,12.58981692,41.65,96.0826,6.904,10469,0.887,1.4525,1.916,6.536,692.53,26.955,56.15,3.5375,4.9,1.275,1.3925,2797.6,6.135,244.435,
151,0.05,0.1,0.05,0.75,0.05,6.05,3.854015321,7.444188527,-1.9,2749.7,10.773308,40.05,91.6871,6.7605,10018,0.886,1.4505,1.9235,6.432,688.275,26.605,56.2,3.4925,4.85,1.2745,1.3921,2757.95,5.345,241.945,
152,0.05,0.1,0.1,0.05,0.7,5.95,3.894579359,8.395167144,-2.59,3217.3,10.42848311,59.85,146.42495,8.518,15597,0.8995,1.494,1.822,7.6855,742.245,30.695,55.3,4.0625,5.45,1.2825,1.4004,3228.8,15.79,266.675,
153,0.05,0.1,0.1,0.1,0.65,5.95,3.89647585,9.316427602,-2.61,3177.65,11.34266137,58.25,142.02945,8.3745,15146,0.8985,1.492,1.8295,7.5815,737.99,30.345,55.35,4.0175,5.4,1.282,1.4,3189.15,15,264.185,
154,0.05,0.1,0.1,0.15,0.6,5.95,3.898705065,9.988165273,-2.63,3138,11.91743826,56.65,137.63395,8.231,14695,0.8975,1.49,1.837,7.4775,733.735,29.995,55.4,3.9725,5.35,1.2815,1.3996,3149.5,14.21,261.695,
155,0.05,0.1,0.1,0.2,0.55,5.95,3.901267151,10.48396701,-2.65,3098.35,12.25773555,55.05,133.23845,8.0875,14244,0.8965,1.488,1.8445,7.3735,729.48,29.645,55.45,3.9275,5.3,1.281,1.3992,3109.85,13.42,259.205,
156,0.05,0.1,0.1,0.25,0.5,5.95,3.904162173,10.83689006,-2.67,3058.7,12.41453019,53.45,128.84295,7.944,13793,0.8955,1.486,1.852,7.2695,725.225,29.295,55.5,3.8825,5.25,1.2805,1.3988,3070.2,12.63,256.715,
157,0.05,0.1,0.1,0.3,0.45,5.95,3.90739011,11.06447021,-2.69,3019.05,12.41791405,51.85,124.44745,7.8005,13342,0.8945,1.484,1.8595,7.1655,720.97,28.945,55.55,3.8375,5.2,1.28,1.3984,3030.55,11.84,254.225,
158,0.05,0.1,0.1,0.35,0.4,5.95,3.910950858,11.17615826,-2.71,2979.4,12.28717561,50.25,120.05195,7.657,12891,0.8935,1.482,1.867,7.0615,716.715,28.595,55.6,3.7925,5.15,1.2795,1.398,2990.9,11.05,251.735,
159,0.05,0.1,0.1,0.4,0.35,5.95,3.914844232,11.17615826,-2.73,2939.75,12.03483928,48.65,115.65645,7.5135,12440,0.8925,1.48,1.8745,6.9575,712.46,28.245,55.65,3.7475,5.1,1.279,1.3976,2951.25,10.26,249.245,
160,0.05,0.1,0.1,0.45,0.3,5.95,3.919069962,11.06447021,-2.75,2900.1,11.66838911,47.05,111.26095,7.37,11989,0.8915,1.478,1.882,6.8535,708.205,27.895,55.7,3.7025,5.05,1.2785,1.3972,2911.6,9.47,246.755,
161,0.05,0.1,0.1,0.5,0.25,5.95,3.923627698,10.83689006,-2.77,2860.45,11.19075168,45.45,106.86545,7.2265,11538,0.8905,1.476,1.8895,6.7495,703.95,27.545,55.75,3.6575,5,1.278,1.3968,2871.95,8.68,244.265,
162,0.05,0.1,0.1,0.55,0.2,5.95,3.928517008,10.48396701,-2.79,2820.8,10.599704,43.85,102.46995,7.083,11087,0.8895,1.474,1.897,6.6455,699.695,27.195,55.8,3.6125,4.95,1.2775,1.3964,2832.3,7.89,241.775,
163,0.05,0.1,0.1,0.6,0.15,5.95,3.93373738,9.988165273,-2.81,2781.15,9.88561774,42.25,98.07445,6.9395,10636,0.8885,1.472,1.9045,6.5415,695.44,26.845,55.85,3.5675,4.9,1.277,1.396,2792.65,7.1,239.285,
164,0.05,0.1,0.1,0.65,0.1,5.95,3.939288224,9.316427602,-2.83,2741.5,9.025083488,40.65,93.67895,6.796,10185,0.8875,1.47,1.912,6.4375,691.185,26.495,55.9,3.5225,4.85,1.2765,1.3956,2753,6.31,236.795,
165,0.05,0.1,0.1,0.7,0.05,5.95,3.945168868,8.395167144,-2.85,2701.85,7.958765736,39.05,89.28345,6.6525,9734,0.8865,1.468,1.9195,6.3335,686.93,26.145,55.95,3.4775,4.8,1.276,1.3952,2713.35,5.52,234.305,
166,0.05,0.1,0.15,0.05,0.65,5.85,3.984417239,9.098913349,-3.72,3129.8,7.655316935,57.25,139.6258,8.2665,14862,0.899,1.5095,1.8255,7.483,736.645,29.885,55.1,4.0025,5.35,1.2835,1.4031,3144.55,15.175,256.545,
167,0.05,0.1,0.15,0.1,0.6,5.85,3.986331356,9.988165273,-3.72,3090.15,8.297023903,55.65,135.2303,8.123,14411,0.898,1.5075,1.833,7.379,732.39,29.535,55.15,3.9575,5.3,1.283,1.4027,3104.9,14.385,254.055,
168,0.05,0.1,0.15,0.15,0.55,5.85,3.988569816,10.62522107,-3.72,3050.5,8.712966903,54.05,130.8348,7.9795,13960,0.897,1.5055,1.8405,7.275,728.135,29.185,55.2,3.9125,5.25,1.2825,1.4023,3065.25,13.595,251.565,
169,0.05,0.1,0.15,0.2,0.5,5.85,3.99113277,11.08317968,-3.72,3010.85,8.970374067,52.45,126.4393,7.836,13509,0.896,1.5035,1.848,7.171,723.88,28.835,55.25,3.8675,5.2,1.282,1.4019,3025.6,12.805,249.075,
170,0.05,0.1,0.15,0.25,0.45,5.85,3.994020294,11.39446316,-3.72,2971.2,9.100867994,50.85,122.0438,7.6925,13058,0.895,1.5015,1.8555,7.067,719.625,28.485,55.3,3.8225,5.15,1.2815,1.4015,2985.95,12.015,246.585,
171,0.05,0.1,0.15,0.3,0.4,5.85,3.997232386,11.57575891,-3.72,2931.55,9.122289258,49.25,117.6483,7.549,12607,0.894,1.4995,1.863,6.963,715.37,28.135,55.35,3.7775,5.1,1.281,1.4011,2946.3,11.225,244.095,
172,0.05,0.1,0.15,0.35,0.35,5.85,4.000768966,11.63534829,-3.72,2891.9,9.045232179,47.65,113.2528,7.4055,12156,0.893,1.4975,1.8705,6.859,711.115,27.785,55.4,3.7325,5.05,1.2805,1.4007,2906.65,10.435,241.605,
173,0.05,0.1,0.15,0.4,0.3,5.85,4.004629876,11.57575891,-3.72,2852.25,8.87552644,46.05,108.8573,7.262,11705,0.892,1.4955,1.878,6.755,706.86,27.435,55.45,3.6875,5,1.28,1.4003,2867,9.645,239.115,
174,0.05,0.1,0.15,0.45,0.25,5.85,4.008814882,11.39446316,-3.72,2812.6,8.615071796,44.45,104.4618,7.1185,11254,0.891,1.4935,1.8855,6.651,702.605,27.085,55.5,3.6425,4.95,1.2795,1.3999,2827.35,8.855,236.625,
175,0.05,0.1,0.15,0.5,0.2,5.85,4.013323676,11.08317968,-3.72,2772.95,8.26158685,42.85,100.0663,6.975,10803,0.89,1.4915,1.893,6.547,698.35,26.735,55.55,3.5975,4.9,1.279,1.3995,2787.7,8.065,234.135,
176,0.05,0.1,0.15,0.55,0.15,5.85,4.018155871,10.62522107,-3.72,2733.3,7.80696687,41.25,95.6708,6.8315,10352,0.889,1.4895,1.9005,6.443,694.095,26.385,55.6,3.5525,4.85,1.2785,1.3991,2748.05,7.275,231.645,
177,0.05,0.1,0.15,0.6,0.1,5.85,4.023311008,9.988165273,-3.72,2693.65,7.232425105,39.65,91.2753,6.688,9901,0.888,1.4875,1.908,6.339,689.84,26.035,55.65,3.5075,4.8,1.278,1.3987,2708.4,6.485,229.155,
178,0.05,0.1,0.15,0.65,0.05,5.85,4.028788553,9.098913349,-3.72,2654,6.491536566,38.05,86.8798,6.5445,9450,0.887,1.4855,1.9155,6.235,685.585,25.685,55.7,3.4625,4.75,1.2775,1.3983,2668.75,5.695,226.665,
179,0.05,0.1,0.2,0.05,0.6,5.75,4.066724334,9.629396961,-4.73,3042.3,6.193554836,54.65,132.82665,8.015,14127,0.8985,1.525,1.829,7.2805,731.045,29.075,54.9,3.9425,5.25,1.2845,1.4058,3060.3,14.56,246.415,
180,0.05,0.1,0.2,0.1,0.55,5.75,4.06865473,10.48396701,-4.71,3002.65,6.683584618,53.05,128.43115,7.8715,13676,0.8975,1.523,1.8365,7.1765,726.79,28.725,54.95,3.8975,5.2,1.284,1.4054,3020.65,13.77,243.925,
181,0.05,0.1,0.2,0.15,0.5,5.75,4.07090204,11.08317968,-4.69,2963,7.002017352,51.45,124.03565,7.728,13225,0.8965,1.521,1.844,7.0725,722.535,28.375,55,3.8525,5.15,1.2835,1.405,2981,12.98,241.435,
182,0.05,0.1,0.2,0.2,0.45,5.75,4.073466422,11.49949872,-4.67,2923.35,7.198513828,49.85,119.64015,7.5845,12774,0.8955,1.519,1.8515,6.9685,718.28,28.025,55.05,3.8075,5.1,1.283,1.4046,2941.35,12.19,238.945,
183,0.05,0.1,0.2,0.25,0.4,5.75,4.076347961,11.7644978,-4.65,2883.7,7.295759636,48.25,115.24465,7.441,12323,0.8945,1.517,1.859,6.8645,714.025,27.675,55.1,3.7625,5.05,1.2825,1.4042,2901.7,11.4,236.455,
184,0.05,0.1,0.2,0.3,0.35,5.75,4.079546669,11.89369488,-4.63,2844.05,7.305888322,46.65,110.84915,7.2975,11872,0.8935,1.515,1.8665,6.7605,709.77,27.325,55.15,3.7175,5,1.282,1.4038,2862.05,10.61,233.965,
185,0.05,0.1,0.2,0.35,0.3,5.75,4.083062484,11.89369488,-4.61,2804.4,7.235288054,45.05,106.45365,7.154,11421,0.8925,1.513,1.874,6.6565,705.515,26.975,55.2,3.6725,4.95,1.2815,1.4034,2822.4,9.82,231.475,
186,0.05,0.1,0.2,0.4,0.25,5.75,4.086895274,11.7644978,-4.59,2764.75,7.086251698,43.45,102.05815,7.0105,10970,0.8915,1.511,1.8815,6.5525,701.26,26.625,55.25,3.6275,4.9,1.281,1.403,2782.75,9.03,228.985,
187,0.05,0.1,0.2,0.45,0.2,5.75,4.091044835,11.49949872,-4.57,2725.1,6.857173732,41.85,97.66265,6.867,10519,0.8905,1.509,1.889,6.4485,697.005,26.275,55.3,3.5825,4.85,1.2805,1.4026,2743.1,8.24,226.495,
188,0.05,0.1,0.2,0.5,0.15,5.75,4.09551089,11.08317968,-4.55,2685.45,6.541390079,40.25,93.26715,6.7235,10068,0.8895,1.507,1.8965,6.3445,692.75,25.925,55.35,3.5375,4.8,1.28,1.4022,2703.45,7.45,224.005,
189,0.05,0.1,0.2,0.55,0.1,5.75,4.100293093,10.48396701,-4.53,2645.8,6.123284751,38.65,88.87165,6.58,9617,0.8885,1.505,1.904,6.2405,688.495,25.575,55.4,3.4925,4.75,1.2795,1.4018,2663.8,6.66,221.515,
190,0.05,0.1,0.2,0.6,0.05,5.75,4.105391028,9.629396961,-4.51,2606.15,5.564446317,37.05,84.47615,6.4365,9166,0.8875,1.503,1.9115,6.1365,684.24,25.225,55.45,3.4475,4.7,1.279,1.4014,2624.15,5.87,219.025,
191,0.05,0.1,0.25,0.05,0.55,5.65,4.141995334,10.02016314,-5.62,2954.8,5.268252322,52.05,126.0275,7.7635,13392,0.898,1.5405,1.8325,7.078,725.445,28.265,54.7,3.8825,5.15,1.2855,1.4085,2976.05,13.945,236.285,
192,0.05,0.1,0.25,0.1,0.5,5.65,4.143940645,10.83689006,-5.58,2915.15,5.661498217,50.45,121.632,7.62,12941,0.897,1.5385,1.84,6.974,721.19,27.915,54.75,3.8375,5.1,1.285,1.4081,2936.4,13.155,233.795,
193,0.05,0.1,0.25,0.15,0.45,5.65,4.146196266,11.39446316,-5.54,2875.5,5.914220002,48.85,117.2365,7.4765,12490,0.896,1.5365,1.8475,6.87,716.935,27.565,54.8,3.7925,5.05,1.2845,1.4077,2896.75,12.365,231.305,
194,0.05,0.1,0.25,0.2,0.4,5.65,4.148762355,11.7644978,-5.5,2835.85,6.065882016,47.25,112.841,7.333,12039,0.895,1.5345,1.855,6.766,712.68,27.215,54.85,3.7475,5,1.284,1.4073,2857.1,11.575,228.815,
195,0.05,0.1,0.25,0.25,0.35,5.65,4.151639006,11.97739821,-5.46,2796.2,6.133919575,45.65,108.4455,7.1895,11588,0.894,1.5325,1.8625,6.662,708.425,26.865,54.9,3.7025,4.95,1.2835,1.4069,2817.45,10.785,226.325,
196,0.05,0.1,0.25,0.3,0.3,5.65,4.154826242,12.04700592,-5.42,2756.55,6.126969403,44.05,104.05,7.046,11137,0.893,1.5305,1.87,6.558,704.17,26.515,54.95,3.6575,4.9,1.283,1.4065,2777.8,9.995,223.835,
197,0.05,0.1,0.25,0.35,0.25,5.65,4.158324018,11.97739821,-5.38,2716.9,6.048586097,42.45,99.6545,6.9025,10686,0.892,1.5285,1.8775,6.454,699.915,26.165,55,3.6125,4.85,1.2825,1.4061,2738.15,9.205,221.345,
198,0.05,0.1,0.25,0.4,0.2,5.65,4.162132222,11.7644978,-5.34,2677.25,5.898221299,40.85,95.259,6.759,10235,0.891,1.5265,1.885,6.35,695.66,25.815,55.05,3.5675,4.8,1.282,1.4057,2698.5,8.415,218.855,
199,0.05,0.1,0.25,0.45,0.15,5.65,4.166250673,11.39446316,-5.3,2637.6,5.670572836,39.25,90.8635,6.6155,9784,0.89,1.5245,1.8925,6.246,691.405,25.465,55.1,3.5225,4.75,1.2815,1.4053,2658.85,7.625,216.365,
200,0.05,0.1,0.25,0.5,0.1,5.65,4.170679125,10.83689006,-5.26,2597.95,5.352414168,37.65,86.468,6.472,9333,0.889,1.5225,1.9,6.142,687.15,25.115,55.15,3.4775,4.7,1.281,1.4049,2619.2,6.835,213.875,
201,0.05,0.1,0.25,0.55,0.05,5.65,4.175417263,10.02016314,-5.22,2558.3,4.910839725,36.05,82.0725,6.3285,8882,0.888,1.5205,1.9075,6.038,682.895,24.765,55.2,3.4325,4.65,1.2805,1.4045,2579.55,6.045,211.385,
202,0.05,0.1,0.3,0.05,0.5,5.55,4.210652187,10.28938286,-6.39,2867.3,4.617018383,49.45,119.22835,7.512,12657,0.8975,1.556,1.836,6.8755,719.845,27.455,54.5,3.8225,5.05,1.2865,1.4112,2891.8,13.33,226.155,
203,0.05,0.1,0.3,0.1,0.45,5.55,4.212611053,11.06447021,-6.33,2827.65,4.942567013,47.85,114.83285,7.3685,12206,0.8965,1.554,1.8435,6.7715,715.59,27.105,54.55,3.7775,5,1.286,1.4108,2852.15,12.54,223.665,
204,0.05,0.1,0.3,0.15,0.4,5.55,4.214874335,11.57575891,-6.27,2788,5.147243357,46.25,110.43735,7.225,11755,0.8955,1.552,1.851,6.6675,711.335,26.755,54.6,3.7325,4.95,1.2855,1.4104,2812.5,11.75,221.175,
205,0.05,0.1,0.3,0.2,0.35,5.55,4.217442197,11.89369488,-6.21,2748.35,5.263773966,44.65,106.04185,7.0815,11304,0.8945,1.55,1.8585,6.5635,707.08,26.405,54.65,3.6875,4.9,1.285,1.41,2772.85,10.96,218.685,
206,0.05,0.1,0.3,0.25,0.3,5.55,4.220314735,12.04700592,-6.15,2708.7,5.305971534,43.05,101.64635,6.938,10853,0.8935,1.548,1.866,6.4595,702.825,26.055,54.7,3.6425,4.85,1.2845,1.4096,2733.2,10.17,216.195,
